رقم_السجل,اسم_المعرض,اسم_السيارة,ماركة_السيارة,موديل_السيارة,سنة_الصنع,السعر_بالدولار,الممشى_كم,لون_السيارة,ناقل_الحركة,نوع_الوقود,حالة_السيارة,رقم_الهاتف,المدينة,صورة_السيارة
7195,معرض السيارات الحديثة,فورد إكسبيديشن,فورد,إكسبيديشن,2015,18500,112851,أحمر,عادي,بنزين,مستعملة,742857251,حضرموت,/static/images/cars/أحمر_إكسبيديشن_فورد.car.svg
7196,معرض النخبة,فورد إكسبلورر,فورد,إكسبلورر,2025,44000,18368,أبيض,عادي,كهربائي,مستعملة,750851839,حضرموت,/static/images/cars/أبيض_إكسبلورر_فورد.car.svg
7197,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2020,24500,100471,أحمر,أوتوماتيك,ديزل,مستعملة,795890673,إب,/static/images/cars/أحمر_سانتافي_هيونداي.car.svg
7198,معرض السيارات الحديثة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2018,43400,108903,أبيض,أوتوماتيك,بنزين,مستعملة,772371341,إب,/static/images/cars/أبيض_الفئة الخامسة_بي إم دبليو.car.svg
7199,معرض النخبة,مرسيدس C-Class,مرسيدس,C-Class,2021,53000,58568,أبيض,عادي,كهربائي,مستعملة,767393551,ذمار,/static/images/cars/أبيض_C-Class_مرسيدس.car.svg
7200,معرض السيارات الحديثة,تويوتا راف فور,تويوتا,راف فور,2026,40600,5000,فضي,عادي,ديزل,مستعملة,760296495,ذمار,/static/images/cars/فضي_راف فور_تويوتا.car.svg
7201,معرض السيارات الحديثة,هوندا سيفيك,هوندا,سيفيك,2020,23400,99009,رمادي,عادي,هجين,مستعملة,795597531,ذمار,/static/images/cars/رمادي_سيفيك_هوندا.car.svg
7202,معرض القمة,تويوتا هايلاندر,تويوتا,هايلاندر,2022,30900,66872,رمادي,أوتوماتيك,هجين,مستعملة,712886385,تعز,/static/images/cars/رمادي_هايلاندر_تويوتا.car.svg
7203,معرض القمة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2023,50800,51649,رمادي,أوتوماتيك,هجين,مستعملة,766319519,حضرموت,/static/images/cars/رمادي_الفئة الثالثة_بي إم دبليو.car.svg
7204,معرض القمة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2015,37200,139944,فضي,عادي,بنزين,مستعملة,784680984,تعز,/static/images/cars/فضي_الفئة الثالثة_بي إم دبليو.car.svg
7205,معرض الرواد,فورد إيدج,فورد,إيدج,2017,25600,103470,أسود,أوتوماتيك,ديزل,مستعملة,770944182,المكلا,/static/images/cars/أسود_إيدج_فورد.car.svg
7206,معرض التميز,فورد إكسبيديشن,فورد,إكسبيديشن,2015,19900,132187,أحمر,أوتوماتيك,هجين,مستعملة,722056240,ذمار,/static/images/cars/أحمر_إكسبيديشن_فورد.car.svg
7207,معرض النجوم,مرسيدس C-Class,مرسيدس,C-Class,2025,59900,13675,رمادي,عادي,هجين,مستعملة,760012096,المكلا,/static/images/cars/رمادي_C-Class_مرسيدس.car.svg
7208,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2019,23100,87187,أحمر,أوتوماتيك,كهربائي,مستعملة,780331618,ذمار,/static/images/cars/أحمر_سانتافي_هيونداي.car.svg
7209,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2023,34500,35357,أحمر,أوتوماتيك,ديزل,مستعملة,760658005,حضرموت,/static/images/cars/أحمر_هايلاندر_تويوتا.car.svg
7210,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2023,31700,39677,رمادي,أوتوماتيك,ديزل,مستعملة,751256408,عدن,/static/images/cars/رمادي_سانتافي_هيونداي.car.svg
7211,معرض النخبة,بي إم دبليو X5,بي إم دبليو,X5,2023,51000,50083,رمادي,عادي,كهربائي,مستعملة,778603933,تعز,/static/images/cars/رمادي_X5_بي إم دبليو.car.svg
7212,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2022,34000,45981,أبيض,عادي,كهربائي,مستعملة,773445621,عدن,/static/images/cars/أبيض_إكسبيديشن_فورد.car.svg
7213,معرض السيارات الحديثة,هيونداي سانتافي,هيونداي,سانتافي,2017,15700,144937,أسود,أوتوماتيك,ديزل,مستعملة,758268051,المكلا,/static/images/cars/أسود_سانتافي_هيونداي.car.svg
7214,معرض الرواد,هيونداي توسان,هيونداي,توسان,2020,22900,83118,رمادي,أوتوماتيك,ديزل,مستعملة,718747852,إب,/static/images/cars/رمادي_توسان_هيونداي.car.svg
7215,معرض القمة,هوندا أكورد,هوندا,أكورد,2024,34700,28064,رمادي,أوتوماتيك,بنزين,مستعملة,724219003,حضرموت,/static/images/cars/رمادي_أكورد_هوندا.car.svg
7216,معرض القمة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2015,34400,161328,أسود,أوتوماتيك,ديزل,مستعملة,799743552,صنعاء,/static/images/cars/أسود_الفئة الخامسة_بي إم دبليو.car.svg
7217,معرض الرواد,هيونداي سانتافي,هيونداي,سانتافي,2016,14700,110064,أبيض,عادي,هجين,مستعملة,793751173,المكلا,/static/images/cars/أبيض_سانتافي_هيونداي.car.svg
7218,معرض السيارات الحديثة,بي إم دبليو X3,بي إم دبليو,X3,2025,65400,0,أحمر,عادي,بنزين,جديدة,798031931,حضرموت,/static/images/cars/أحمر_X3_بي إم دبليو.car.svg
7219,معرض الأصالة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2019,45400,70714,أحمر,أوتوماتيك,ديزل,مستعملة,797864875,الحديدة,/static/images/cars/أحمر_الفئة الخامسة_بي إم دبليو.car.svg
7220,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2019,25600,100445,أحمر,أوتوماتيك,كهربائي,مستعملة,782415473,حضرموت,/static/images/cars/أحمر_إكسبيديشن_فورد.car.svg
7221,معرض التميز,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2015,32400,171924,أحمر,عادي,بنزين,مستعملة,742007549,ذمار,/static/images/cars/أحمر_الفئة الثالثة_بي إم دبليو.car.svg
7222,معرض الرواد,هوندا CR-V,هوندا,CR-V,2023,33600,42984,رمادي,عادي,ديزل,مستعملة,790826888,الحديدة,/static/images/cars/رمادي_CR-V_هوندا.car.svg
7223,معرض القمة,فورد إكسبلورر,فورد,إكسبلورر,2025,48700,0,أزرق,عادي,هجين,جديدة,719589509,الحديدة,/static/images/cars/أزرق_إكسبلورر_فورد.car.svg
7224,معرض السيارات الحديثة,هيونداي سوناتا,هيونداي,سوناتا,2022,25100,72898,أزرق,أوتوماتيك,هجين,مستعملة,716928569,عدن,/static/images/cars/أزرق_سوناتا_هيونداي.car.svg
7225,معرض التميز,فورد إكسبلورر,فورد,إكسبلورر,2016,19800,170415,أزرق,أوتوماتيك,بنزين,مستعملة,762139115,تعز,/static/images/cars/أزرق_إكسبلورر_فورد.car.svg
7226,معرض التميز,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2022,50300,66778,أبيض,عادي,ديزل,مستعملة,776763043,إب,/static/images/cars/أبيض_الفئة الثالثة_بي إم دبليو.car.svg
7227,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2020,29500,53242,أبيض,أوتوماتيك,بنزين,مستعملة,780914683,تعز,/static/images/cars/أبيض_أكورد_هوندا.car.svg
7228,معرض الأصالة,هيونداي سوناتا,هيونداي,سوناتا,2026,40800,0,رمادي,أوتوماتيك,بنزين,جديدة,761448510,المكلا,/static/images/cars/رمادي_سوناتا_هيونداي.car.svg
7229,معرض النخبة,تويوتا هايلاندر,تويوتا,هايلاندر,2015,16900,108801,لؤلؤي,عادي,هجين,مستعملة,739982753,إب,/static/images/cars/لؤلؤي_هايلاندر_تويوتا.car.svg
7230,معرض النجوم,فورد إكسبيديشن,فورد,إكسبيديشن,2019,27500,97442,لؤلؤي,عادي,بنزين,مستعملة,729772512,حضرموت,/static/images/cars/لؤلؤي_إكسبيديشن_فورد.car.svg
7231,معرض القمة,مرسيدس E-Class,مرسيدس,E-Class,2017,41000,80987,أزرق,عادي,هجين,مستعملة,727479054,صنعاء,/static/images/cars/أزرق_E-Class_مرسيدس.car.svg
7232,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2019,23200,92113,فضي,عادي,هجين,مستعملة,726412252,الحديدة,/static/images/cars/فضي_سانتافي_هيونداي.car.svg
7233,معرض الرواد,بي إم دبليو X5,بي إم دبليو,X5,2015,36700,122011,فضي,أوتوماتيك,ديزل,مستعملة,795755740,ذمار,/static/images/cars/فضي_X5_بي إم دبليو.car.svg
7234,معرض النجوم,هيونداي إلنترا,هيونداي,إلنترا,2016,15700,137244,رمادي,عادي,هجين,مستعملة,774404164,عدن,/static/images/cars/رمادي_إلنترا_هيونداي.car.svg
7235,معرض القمة,هيونداي إلنترا,هيونداي,إلنترا,2021,26400,56105,أسود,عادي,ديزل,مستعملة,781784246,عدن,/static/images/cars/أسود_إلنترا_هيونداي.car.svg
7236,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2020,28500,81763,أحمر,عادي,كهربائي,مستعملة,711862210,صنعاء,/static/images/cars/أحمر_إكسبلورر_فورد.car.svg
7237,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2016,18600,167586,رمادي,أوتوماتيك,ديزل,مستعملة,723852436,تعز,/static/images/cars/رمادي_إكسبلورر_فورد.car.svg
7238,معرض القمة,مرسيدس GLC,مرسيدس,GLC,2026,66300,0,فضي,عادي,هجين,جديدة,770050484,صنعاء,/static/images/cars/فضي_GLC_مرسيدس.car.svg
7239,معرض الرواد,تويوتا لاندكروزر,تويوتا,لاندكروزر,2015,15900,118521,أسود,عادي,هجين,مستعملة,743504843,حضرموت,/static/images/cars/أسود_لاندكروزر_تويوتا.car.svg
7240,معرض الأصالة,هوندا CR-V,هوندا,CR-V,2018,20700,126176,أحمر,عادي,هجين,مستعملة,757982660,حضرموت,/static/images/cars/أحمر_CR-V_هوندا.car.svg
7241,معرض القمة,بي إم دبليو X3,بي إم دبليو,X3,2019,42800,67411,رمادي,أوتوماتيك,كهربائي,مستعملة,797855558,تعز,/static/images/cars/رمادي_X3_بي إم دبليو.car.svg
7242,معرض القمة,تويوتا راف فور,تويوتا,راف فور,2019,22800,109957,أزرق,عادي,هجين,مستعملة,774175891,تعز,/static/images/cars/أزرق_راف فور_تويوتا.car.svg
7243,معرض القمة,بي إم دبليو X3,بي إم دبليو,X3,2016,34000,181965,أزرق,عادي,هجين,مستعملة,742729973,إب,/static/images/cars/أزرق_X3_بي إم دبليو.car.svg
7244,معرض الرواد,مرسيدس C-Class,مرسيدس,C-Class,2015,36400,132508,رمادي,أوتوماتيك,ديزل,مستعملة,759412928,إب,/static/images/cars/رمادي_C-Class_مرسيدس.car.svg
7245,معرض النخبة,فورد إكسبيديشن,فورد,إكسبيديشن,2015,17000,180186,رمادي,أوتوماتيك,ديزل,مستعملة,730912291,الحديدة,/static/images/cars/رمادي_إكسبيديشن_فورد.car.svg
7246,معرض السيارات الحديثة,بي إم دبليو X3,بي إم دبليو,X3,2015,33200,123063,فضي,أوتوماتيك,ديزل,مستعملة,780622391,تعز,/static/images/cars/فضي_X3_بي إم دبليو.car.svg
7247,معرض الرواد,هيونداي سانتافي,هيونداي,سانتافي,2023,29500,38531,رمادي,عادي,ديزل,مستعملة,760516076,صنعاء,/static/images/cars/رمادي_سانتافي_هيونداي.car.svg
7248,معرض الرواد,هيونداي سوناتا,هيونداي,سوناتا,2015,10200,160149,لؤلؤي,أوتوماتيك,بنزين,مستعملة,788006749,الحديدة,/static/images/cars/لؤلؤي_سوناتا_هيونداي.car.svg
7249,معرض النخبة,هوندا بايلوت,هوندا,بايلوت,2026,42200,5000,أسود,عادي,ديزل,مستعملة,743295623,ذمار,/static/images/cars/أسود_بايلوت_هوندا.car.svg
7250,معرض الأصالة,هوندا CR-V,هوندا,CR-V,2026,42500,5000,أحمر,عادي,بنزين,مستعملة,759984618,المكلا,/static/images/cars/أحمر_CR-V_هوندا.car.svg
7251,معرض الرواد,فورد إكسبيديشن,فورد,إكسبيديشن,2018,25900,143383,أبيض,عادي,بنزين,مستعملة,750473374,حضرموت,/static/images/cars/أبيض_إكسبيديشن_فورد.car.svg
7252,معرض القمة,تويوتا كامري,تويوتا,كامري,2020,30100,71301,أزرق,عادي,بنزين,مستعملة,721390072,صنعاء,/static/images/cars/أزرق_كامري_تويوتا.car.svg
7253,معرض الرواد,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2015,33100,129768,أزرق,أوتوماتيك,هجين,مستعملة,798452210,المكلا,/static/images/cars/أزرق_الفئة الثالثة_بي إم دبليو.car.svg
7254,معرض النخبة,فورد إكسبلورر,فورد,إكسبلورر,2022,36000,51002,فضي,عادي,هجين,مستعملة,783909838,المكلا,/static/images/cars/فضي_إكسبلورر_فورد.car.svg
